"blacR","musnig","blacR","musnig","Bakker40","Mustela","nigripes","-2","-1","Black-fo",1,2,1967,-1,-1,0,-2,-2,-2,"-1",0,0,0,1,2,4,6,2,1,4,16,1,-2,-2,0,0,"USFWS6",-1,-2,-3,0,1,0 
"kaufO","myapal","kaufO","myapal","Regetz13","Phaeorni","palmeri","-2","-1","small Ka",1,2,1967,2,24,0,-2,-2,-2,"-1",0,0,0,2,3,-1,-1,-1,2,-1,3,1,-1,2,0,0,"USFWS1",3,3,-1,1,1,1 
"woodO","mycame","woodO","mycame","Temple99","Mycteria","American","-2","-2","Wood Sto",1,2,1984,3,29,0,-2,-2,-2,"-1",0,0,0,2,3,5,6,2,5,2,19,1,1,9,1,1,"USFWS4",3,1,-1,1,1,0 
"indiR","myosod","indiR","myosod","Calabres","Myotis","sodalis","-2","-1","Indiana",1,2,-1,-1,-1,1,-1,-1,-1,"-1",0,0,0,1,3,5,-1,-1,-1,3,5,1,3,24,0,1,"USFWS3",3,2,-1,1,0,1 
"oahpO","nothum","oahpO","nothum","Haynes-S","Nototric","humile","-2","-1","kului",1,2,1991,11,29,0,-2,-2,-2,"8",0,0,0,14,1,0,2,1,2,2,2,1,3,2,0,0,"USFWS1",2,-1,-1,1,1,1 
"capeO","notmek","capeO","notmek","Campbell","Notropis","mekistoc","-2","-2","Cape Fea",1,2,1987,9,25,1,1987,9,25,"5",0,0,0,5,2,-1,-1,-1,3,1,21,1,-2,9,0,0,"USFWS4",2,1,1,1,1,0 
"neosO","notpla","neosO","notpla","Gallaghe","Noturus","placidus","-2","Taylor","Neosho m",1,1,1990,5,22,0,-2,-2,-2,"11C",0,0,0,5,3,-1,2,-1,2,1,21,1,-2,7,0,1,"USFWS6",2,2,-1,1,1,1 
"ringO","oboret","ringO","oboret","Lundquis","Obovaria","retusa","-2","Lamarck","ring pin",1,2,1989,9,29,0,-2,-2,-2,"5",0,0,0,8,4,0,5,1,5,1,21,1,3,9,0,1,"USFWS4",1,-1,3,1,1,1 
"keydR","odvicl","keydR","odvicl","Temple99","odocoile","virginia","calvium","Barbour","keydeer",2,2,1967,3,11,0,-2,-2,-2,"-1",0,0,0,1,2,5,-1,2,2,2,27,2,1,9,0,0,"USFWS4",2,-1,3,1,0,0 
"coluR","odvile","coluR","odvile","Reed110","Odocoile","virginia","leucurus","Douglas","Columbia",2,2,1968,-1,-1,0,-2,-2,-2,"-1",0,0,0,1,2,-1,5,1,3,3,11,2,2,3,0,1,"USFWS1",2,2,-3,1,1,0 
"antiR","oendel","antiR","oendel","Hanni128","Oenother","deltoide","howellii","-2","Antioch",2,2,1978,4,26,1,1978,2,8,"9",0,0,0,14,1,0,2,1,1,1,-1,1,1,3,0,0,"USFWS1",-1,3,-1,1,1,0 
"arizR","oncapa","arizR","oncapa","Dayton10","Salmo","apache","-2","Miller 1","Arizona",1,1,1975,7,16,-1,-2,-2,-2,"-1",0,0,0,5,3,-1,3,2,3,-1,21,1,3,5,0,0,"USFWS2",-1,3,-1,1,0,0 
"grcuR","onccla","grcuR","onccla","Morse75","Oncorhyn","clarki","stomias","-2","Greenbac",2,1,1978,4,18,0,-2,-2,-2,"15",0,0,0,5,3,-1,4,1,4,1,27,2,-2,5,0,1,"USFWS6",2,3,2,1,1,0 
"gilaR","oncgil","gilaR","oncgil","Myers34","Oncorhyn","gilae","-2","Miller","Gila Tro",1,2,1967,3,11,0,-2,-2,-2,"-3",0,0,0,5,3,-1,5,3,5,3,21,1,-2,4,0,1,"USFWS2",4,3,-3,1,1,0 
"nashR","orcsho","nashR","orcsho","Morse75","Orconect","shoupi","-2","-2","Nashvill",1,2,1986,9,26,0,-2,-2,-2,"11c",0,0,0,7,4,-1,-1,2,2,4,21,2,-2,9,0,0,"USFWS4",1,1,4,1,1,0 
"flscR","parcha","flscR","parcha","Minnemey","Paronych","chartace","ssp. cha","for spp.","papery w",1,1,1987,1,21,0,-2,-2,-2,"8",0,0,0,14,1,0,3,3,3,3,10,1,1,9,0,0,"USFWS4",2,2,-3,1,0,1 
"mamoO","parfla","mamoO","parfla","Vege113","Paroreom","flammea","-2","-2","Molokai",1,2,-1,-1,-1,0,-1,-1,-1,"-3",0,0,0,2,3,-1,-1,-1,-1,-1,-2,-1,-1,2,0,0,"USFWS1",-1,-1,4,1,1,0 
"bradO","pedbra","bradO","pedbra","Goldsmit","pediocac","bradyi","-2","L. Benso","Brady Pi",1,2,1979,11,26,0,-2,-2,-2,"2",0,0,0,14,1,0,-1,-1,2,1,13,1,-1,5,0,0,"USFWS2",3,2,-3,0,0,1 
"furbR","pedfur","furbR","pedfur","Leger179","Pedicula","furbishi","-2","S. Watso","Furbish",1,2,1978,4,26,0,-2,-2,-2,"-1",0,0,0,14,1,0,3,2,3,2,21,1,1,8,1,0,"USFWS5",1,-1,-3,1,0,1 
"prcrO","pellem","prcrO","pellem","Campbell","Peltophr","lemur","-2","Pregill","Puerto R",1,1,1987,8,4,0,-2,-2,-2,"-3",0,0,0,4,2,5,3,2,3,3,12,1,1,14,0,0,"USFWS4",1,2,-3,1,1,0 
"anasO","perpol","anasO","perpol","Bean29","Peromysc","polionot","phasma","Osgood","Anastasi",2,2,1989,6,12,0,-2,-2,-2,"-3",0,0,0,1,4,-1,2,2,1,2,-1,1,2,9,0,0,"USFWS4",2,4,-3,1,1,1 
"snaiR","pertan","snaiR","pertan","Roon181","Percina","tanasi","-2","Etnier","Snail Da",1,2,1976,4,1,1,1976,4,1,"-1",0,0,0,5,3,-1,-1,2,4,2,21,1,-2,9,1,1,"USFWS4",1,-1,4,1,1,1 
"lanaO","phygla","lanaO","phygla","Allen20","Phyllost","glabra","var. lan","Sherff","NCN",2,2,1991,9,20,0,-2,-2,-2,"6",0,0,0,14,1,0,2,-1,-1,-1,1,-1,-1,2,0,0,"USFWS1",1,1,-1,1,1,0 
"biadO","phyrac","biadO","phyrac","Funk44","Phyllost","racemosa","-2","Bentham","Kiponapo",1,2,1996,11,12,0,-2,-2,-2,"2",0,0,0,14,1,1,3,2,3,2,1,1,1,2,0,0,"USFWS1",2,2,-1,1,1,1 
"redcR","picbor","redcR","picbor","Latty22","Picoides","borealis","-1","-1","red-cock",1,2,1970,10,13,-2,-2,-2,-2,"-1",0,0,0,2,3,4,6,2,6,2,9,1,3,24,0,1,"USFWS4",2,2,-1,1,0,0 
"ropiO","pleple","ropiO","pleple","Pauliuko","Pleurobe","plenum","-2","Lea","Rough Pi",1,2,1976,6,14,0,-2,-2,-2,"5",0,0,0,8,4,3,6,1,5,2,20,1,-1,9,0,1,"USFWS4",-1,-1,3,1,1,1 
"shenO","pleshe","shenO","pleshe","Glushkof","Plethodo","shenando","-2","Highton","Shenando",1,2,1989,8,18,0,-2,-2,-2,"8",0,0,0,4,3,-1,2,3,2,3,5,1,2,9,0,0,"USFWS5",4,4,3,1,0,0 
"fishR","poeocc","fishR","poeocc","Allison1","Poecilio","occident","sonorien","Minckley","Yaqui to",2,2,-1,-1,-1,0,-2,-2,-2,"-3",0,0,0,5,4,-1,-1,-1,-1,-1,22,2,-1,11,1,0,"USFWS2",-1,-1,-3,1,1,0 
"cavpO","pognud","cavpO","pognud","Baum66","Pogogyne","nudiuscu","-2","Gray","Otay mes",1,2,1993,8,3,0,-2,-2,-2,"2C",0,0,0,14,1,0,2,1,2,1,20,1,3,4,0,0,"USFWS1",3,2,-1,1,1,0 
"flscR","polbas","flscR","polbas","Powell10","Polygone","basirami","-2","Horton (","wireweed",1,2,1987,1,21,0,-2,-2,-2,"-1",0,0,0,14,1,0,4,2,3,2,14,1,1,9,0,0,"USFWS4",2,3,-1,1,1,0 
"fatpR","potcap","fatpR","potcap","Collins1","Potamilu","capax","-2","Green","fat pock",1,2,1976,-1,-1,0,-2,-2,-2,"-1",0,0,0,8,3,1,3,2,3,2,21,1,-2,9,0,1,"USFWS4",1,-1,-3,0,1,0 
"littO","potcly","littO","potcly","Eustace2","Potamoge","clystoca","-2","-2","Little A",1,2,1991,11,14,0,-2,-2,-2,"5",0,0,0,14,1,0,-1,-1,1,-1,21,1,1,7,0,0,"USFWS2",1,-1,-3,1,1,-1 
"flscR","prugen","flscR","prugen","Sorice89","Prunus","genicula","-2","-2","Scrub Pl",1,2,1987,2,20,0,-2,-2,-2,"-1",0,0,0,14,1,0,-1,-1,-1,2,8,1,3,9,0,0,"USFWS4",2,3,-1,1,1,0 
"guamO","ptemar","guamO","ptemar","Westfall","Pteropus","mariannu","mariannu","unknown","Marianna",2,2,1984,8,27,0,-1,-1,-1,"-1",0,0,0,1,2,-1,3,1,2,3,2,-1,3,19,0,0,"USFWS1",3,2,-3,1,1,0 
"harpO","ptinod","harpO","ptinod","Nevin195","Ptilimni","nodosum","-2","(Rose) M","Harperel",1,2,1988,9,28,0,-2,-2,-2,"-3",0,0,0,14,1,0,-1,2,-1,2,9,2,-2,9,0,1,"USFWS5",2,2,-3,1,1,0 
"coloR","ptyluc","coloR","ptyluc","Nielsen2","Ptychlch","Lucius","-2","-2","Colorado",1,2,1974,1,4,0,-2,-2,-2,"-1",0,0,0,5,3,7,5,2,5,3,21,1,-2,4,0,1,"USFWS6",-1,2,1,1,1,0 
"flopR","pumcon","flopR","pumcon","Abbitt15","Felis","concolor","coryi","-2","Florida",2,2,1967,3,11,0,-2,-2,-2,"-1",0,0,0,1,3,5,5,-1,3,4,27,2,-2,9,0,0,"USFWS4",2,-1,1,1,1,0 
"alamO","pyrneo","alamO","pyrneo","Mazzei21","Tyronia","alamosae","-1","-1","Alamosa",1,2,1991,10,31,0,-2,-2,-2,"14",0,0,0,8,2,2,-1,-1,1,4,21,1,-2,7,0,0,"USFWS2",1,1,-3,1,1,0 
"tombO","quasta","tombO","quasta","Counard5","quadrula","stapes","-2","lea","stirrups",1,2,1987,4,7,0,-2,-2,-2,"-1",0,0,0,8,-1,-1,3,1,2,-1,21,1,-1,9,0,1,"USFWS4",-1,1,-1,1,1,0 
"saltO","raloob","saltO","raloob","Grenier8","Rallus","longiros","obsoletu","-2","Californ",2,2,1970,10,13,0,-2,-2,-2,"-1",0,0,0,2,3,-1,3,3,3,3,1,1,-1,24,0,0,"USFWS1",2,2,3,1,0,0 
"yumaO","raloyu","yumaO","raloyu","Miner114","Rallus","longiros","yumanens","-1","yuma cla",2,2,1967,3,11,0,-2,-2,-2,"-1",0,0,0,2,3,-1,-1,-1,-1,3,19,1,1,24,1,1,"USFWS2",-1,-1,-3,1,1,0 
"selkR","rantar","selkR","rantar","Frisch13","Rangifer","tarandus","caribou","-2","Sekirk M",3,2,1983,1,14,0,-2,-2,-2,"3C",0,0,0,1,2,-1,-1,4,3,4,4,1,3,5,1,1,"USFWS1",3,3,-1,1,1,0 
"kendO","rhiosc","kendO","rhiosc","Hu18","Rhinicht","osculus","thermali","Hubbs &","Kendall",2,2,1970,10,13,-1,-1,-1,-1,"-3",0,0,0,5,-1,4,1,4,1,4,21,1,-2,5,0,0,"USFWS6",4,4,-1,1,0,0 
"chapO","rhocha","chapO","rhocha","van Mant","Rhododen","chapmani","-2","Grey","Chapmans",1,1,1979,4,24,0,-2,-2,-2,"-1",0,0,0,14,1,0,2,3,2,3,4,1,2,9,1,0,"USFWS4",1,2,-2,1,1,0 
"everR","rossoc","everR","rossoc","Froelich","Rostrham","sociabil","plumbeus","Ridgway","Florida",2,2,1967,3,11,1,1977,8,11,"3c",0,0,0,2,3,-1,5,-1,5,1,19,1,3,9,1,0,"USFWS4",2,3,1,1,1,0 
"grpiR","sarore","grpiR","sarore","Breuer18","Sarracen","oreophil","-2","(Kearney","Green pi",1,2,1979,9,21,0,-2,-2,-2,"-1",0,0,0,14,1,0,5,2,4,3,5,1,2,9,0,1,"USFWS4",1,3,-3,1,1,1 
"pallO","scaalb","pallO","scaalb","Latty22","Scaphirh","albus","-2","-1","Pallid S",1,2,1990,9,6,0,-2,-2,-2,"-1",0,0,0,5,3,-1,3,-1,3,-1,21,1,-2,24,0,1,"USFWS6",3,2,-1,1,1,1 
"maplO","schhal","maplO","schhal","Cade55","Schiedea","haleakal","-2","-2","-2",1,2,1992,5,15,0,-2,-2,-2,"-3",0,0,0,14,1,0,-2,-1,1,-1,2,1,1,2,0,0,"USFWS1",4,2,-3,1,1,1 
"oahpO","schkaa","oahpO","schkaa","Robison1","Schiedea","kaalae","-2","-2","-2",1,2,1991,10,29,0,-2,-2,-2,"5",0,0,0,14,1,0,2,-1,2,2,2,2,-1,2,0,0,"USFWS1",1,2,4,1,0,0 
"oahpO","schkea","oahpO","schkea","Campbell","Schiedea","kealiae","-2","-2","-2",1,2,1996,10,10,0,-2,-2,-2,"8",0,0,0,14,1,0,2,2,2,2,2,1,-1,2,0,0,"USFWS1",-1,-1,-3,1,0,1 
"kaupO","schspe","kaupO","schspe","McCrumb8","Schiedea","sperguli","var. spe","Weller,","-2",3,2,1992,5,13,0,-2,-2,-2,"-1",0,0,0,14,1,0,-1,-1,2,1,2,1,-1,2,0,0,"USFWS1",1,-1,-1,1,1,1 
"delmR","scinig","delmR","scinig","Morse75","Sciurus","niger","ssp. Cin","L.","Delmarva",2,2,1967,2,24,0,-2,-2,-2,"9",0,0,0,1,4,3,5,2,3,3,9,2,3,8,0,1,"USFWS5",-1,-1,2,1,1,0 
"enruO","soldry","enruO","soldry","Temple99","Solanum","Drymophi","-2","-1","Enrubio",1,2,1988,9,26,0,-2,-2,-2,"5",0,0,0,14,1,0,3,3,1,4,7,1,1,14,0,0,"USFWS4",1,2,1,0,1,1 
"hougO","solhou","hougO","solhou","Satterth","Solidago","houghton","-2","A. Gray","Houghton",1,1,1988,8,7,0,-2,-2,-2,"8",0,0,0,14,1,0,5,3,5,3,-2,1,-1,7,1,1,"USFWS3",2,2,1,1,1,1 
"alabR","spepou","alabR","spepou","Lord104","Speoplat","poulsoni","-2","-2","Alabama",1,2,1977,1,12,1,1977,10,11,"1",0,0,0,5,3,-1,1,4,1,4,21,1,-2,9,0,0,"USFWS4",1,3,1,1,1,1 
"caleO","steant","caleO","steant","Sullivan","Sterna","albifron","brownii","Mearns,","Californ",2,2,1973,-1,-1,0,-2,-2,-2,"-1",0,0,0,2,3,-1,4,2,4,3,22,1,1,24,1,1,"USFWS1",2,2,-1,1,1,1 
"kaupO","stecam","kaupO","stecam","McCrumb8","Stenogyn","campanul","-2","Weller,","-2",3,2,1992,5,13,0,-2,-2,-2,"-1",0,0,0,14,1,0,-1,-1,1,4,2,1,-2,2,0,0,"USFWS1",1,-1,-1,1,1,1 
"mexiO","strocc","mexiO","strocc","Kuhn124","Strix","occident","ssp luci","Ridgway","Mexican",2,1,1993,4,15,1,1995,6,6,"-2",0,0,0,2,3,3,6,2,6,2,27,2,3,24,1,1,"USFWS2",2,2,-2,1,1,0 
"loweO","sylpal","loweO","sylpal","Cade55","Sylvilag","palustri","hefneri","-2","Lower ke",2,2,1990,6,21,0,-2,-2,-2,"-3",0,0,0,1,2,5,2,1,-1,-1,19,1,1,9,0,0,"USFWS4",3,3,3,1,1,1 
"lanaO","tetrem","lanaO","tetrem","uriarte6","Tetramol","remyi","-2","(A. Gray","-2",1,2,1991,9,20,0,-2,-2,-2,"2",0,0,0,14,1,0,2,1,1,4,-1,-1,-1,2,0,0,"USFWS1",1,1,-1,1,1,0 
"karsO","texred","karsO","texred","belak72","Texella","redelli","-2","Goodnigh","Bee Cree",1,2,1988,9,16,0,-2,-2,-2,"2c",0,0,0,9,3,-1,-1,-1,4,-1,-2,1,-2,7,0,0,"USFWS2",1,2,-1,1,1,1 
"coolO","thacoo","coolO","thacoo","Benedict","Thalictr","cooleyi","spp","Ahles","Cooley's",1,1,1989,3,9,0,-2,-2,-2,"-2",0,0,0,14,1,0,1,1,1,1,7,1,1,9,0,1,"USFWS4",2,3,1,1,1,1 
"pedaO","theste","pedaO","theste","Thayer12","Thelypod","stenopet","-2","Watson","slender-",1,2,1984,8,31,0,-2,-2,-2,"5c",0,0,0,14,1,0,-1,-1,2,2,19,1,-1,4,0,0,"USFWS1",2,3,3,1,1,0 
"soccO","thethe","soccO","thethe","Hohenloh","Thermosp","thermoph","-2","Richards","Socorro",1,2,1978,3,27,0,-2,-2,-2,"-1",0,0,0,7,4,1,1,4,1,4,21,1,-2,5,0,0,"USFWS2",1,1,-2,1,1,0 
"prfeO","theyau","prfeO","theyau","Miller73","Thelypte","yaucoens","-2","Proctor","-2",1,2,1993,7,2,0,-2,-2,-2,"-1",0,0,0,12,1,0,-1,-1,2,3,2,1,-1,14,0,-2,"USFWS4",1,1,3,1,1,0 
"westR","triman","westR","triman","newby42","Trichech","manatus","latirost","-1","west ind",2,2,1966,10,15,1,-1,-1,-1,"5c",0,0,0,1,2,5,6,2,6,2,27,1,-2,24,1,1,"USFWS4",2,-1,3,1,1,0 
"bariO","tritri","bariO","tritri","Regetz13","Trichili","triacant","urban","-3","-2",1,2,1988,2,5,0,-2,-2,-2,"-1",0,0,0,14,1,-2,2,4,2,4,2,1,-1,14,0,0,"USFWS4",1,-1,-1,1,1,0 
"attwR","tymcup","attwR","tymcup","Bedford8","Tympanuc","cupido","attwater","Bendire","Attwater",2,2,1967,3,11,0,-2,-2,-2,"-1",0,0,0,2,2,5,4,2,3,3,16,1,2,7,0,0,"USFWS2",2,2,-1,1,1,1 
"grizR","ursarc","grizR","ursarc","Siegel84","Ursus","arctos","ssp. hor","Rausch 6","grizzly",2,1,1975,7,28,0,-2,-2,-2,"6c",0,1,0,1,4,-1,6,2,5,3,4,2,3,24,1,1,"USFWS6",-1,-1,-3,1,1,1 
"flscR","warcar","flscR","warcar","Morse75","Warea","carteri","-2","-1","Carter's",1,2,1987,1,21,0,-2,-2,-2,"2",0,0,0,14,1,0,-1,-1,4,2,15,1,1,9,0,0,"USFWS4",1,-1,3,1,1,0 
"cachO","xanriv","cachO","xanriv","hilderbr","Xantusia","riversia","-2","Savage","Island n",1,1,-3,-3,-3,0,-2,-2,-2,"-3",0,0,0,3,4,-1,-1,2,-1,2,27,2,-2,4,0,0,"USFWS1",4,3,-3,1,1,1 
"flscR","zizcel","flscR","zizcel","Morse75","Ziziphus","celata","-2","-2","Florida",1,2,1989,8,28,0,-2,-2,-2,"5",0,0,0,14,1,0,3,3,3,3,10,1,1,9,0,0,"USFWS4",2,4,1,1,1,0 
"edwaR","ziztex","edwaR","ziztex","Musquiz1","Zizania","texana","-2","-2","Texas Wi",1,2,1985,4,8,1,1985,4,8,"-1",0,0,0,14,1,0,2,4,1,4,21,1,-1,9,0,0,"USFWS2",1,3,-1,1,1,1 
